,Title,Available Globally?,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description
12506,Unroyal,No,,300000,19.0,5.2,"['Comedy', 'Romance']",,"When a rude and arrogant princess finds herself reliant on a humble gatekeeper after a terrible accident, it may be enough to make her change her ways."
12507,Unspeakable Acts,No,,300000,,,['Horror'],"bar,beating,blood,blood on shirt,blood splatter",A journalist is granted an interview with two serial killers on death row. His search for answers leads him down a very dark path.
12510,Upin & Ipin: Jeng Jeng Jeng!,No,,300000,817.0,7.3,"['Animation', 'Adventure', 'Comedy']","twin,folklore,ampersand in title,character names in title,punctuation in title","Upin, Ipin and their friends come across a mystical &apos;keris&apos; that opens up a portal and transports them straight into the heart of a kingdom."
12511,Uppena,No,,300000,4200.0,6.5,"['Action', 'Drama', 'Romance']","love,young love,risk,india",
12512,Us (2019),No,,300000,332116.0,6.8,"['Horror', 'Mystery', 'Thriller']","doppelganger,evil twin,scissors,hall of mirrors,mask",A family&apos;s serene beach vacation turns to chaos when their doppelgängers appear and begin to terrorize them.
12513,Vampire Sisters 2: Bats in the Belly // Die Vampirschwestern 2,No,,300000,367.0,5.3,"['Adventure', 'Comedy', 'Drama']","female vampire,vampire girl,human vampire hybrid,female human vampire hybrid,teenage vampire","Teen half vampire Dakaria falls in love with rock singer vampire Murdo. Dakaria, her friends and family have to face vampire Xantor who has dark plans."
12514,Vampire Sisters 3: Journey to Transylvania // Die Vampirschwestern 3,No,,300000,241.0,5.2,"['Adventure', 'Family']","boy,kidnapping,fight,party,ritual","Mihai Tepes kept it from his vampire family as long as possible, but prepared the defense of his half-human baby son Franz, a rare cross just suited as successor for the Transsylvanian queen of the black castle, Antanasia. Alas, h..."
12520,Virata Parvam (Tamil),No,,300000,3374.0,6.7,"['Action', 'Drama', 'Romance']",love,Set against the backdrop of the Naxal movement in 1990s Telangana
12521,Virunga,Yes,2014-11-07,300000,12081.0,8.2,"['Documentary', 'War']","gorilla,nature,national park,tropics,congo",
12522,Vizontele,Yes,,300000,38342.0,8.0,"['Comedy', 'Drama']","rural setting,religion,watching a movie,television,mayor",
12523,Voice 3 // 보이스3,No,,300000,18.0,9.4,['Documentary'],,
12527,Wanderlust (2012),No,,300000,79452.0,5.6,"['Comedy', 'Romance']","hippie,nude protest,nudist,commune,skinny dipping",
12528,War of the Worlds (2005),No,,300000,468950.0,6.5,"['Action', 'Adventure', 'Sci-Fi']","alien,mass death,survival,underground,brutality",An alien invasion threatens the future of humanity. The catastrophic nightmare is depicted through the eyes of one American family fighting for survival.
12529,War on Beasts: Season 1 // Aux Animaux la Guerre: Season 1,No,,300000,,,['Short'],,A look at the locations of Seal Team Season 1.
12530,We Are Legends // 入鐵籠 // 入铁笼,No,,300000,220.0,5.2,['Action'],,
12531,We Need to Talk About Kevin,No,,300000,165032.0,7.5,"['Drama', 'Mystery', 'Thriller']","incommunicability,murder of daughter,target,high school,prison visit",
12533,Weed the People,Yes,,300000,397.0,7.3,['Documentary'],marijuana,"Patients suffering from cancer, and their families, struggle against mean-spirited legislation, and the proclaimed goal of Attorney General Jeff Sessions to roll back marijuana reforms in states such as California."
12534,Welcome to Monster High,No,,300000,8.0,9.6,['Documentary'],,"An exploration of Community High-an experiment in public education-from anti-establishment origins in the 70s into the 90s, when demand for this different kind of school led to a craze of lines, camping and lottery systems."
12535,West Coast Customs: Season 3,Yes,,300000,600.0,5.9,['Reality-TV'],"shop,non fiction",
12541,Why Women Love // 不會戀愛的我們 // 不会恋爱的我们,No,,300000,,,['Drama'],"question in title,rumrunner,melodrama,orphan,lighthouse","An oil tanker burns at sea, and Molla Hansen, the captain&apos;s daughter, is the only survivor. Her rescuer, lighthouse-keeper Silas Martin, is fatally burned, and begs Molla to look after his daughter, Pearl. Meanwhile, Captain Rodne..."
12543,Wild Chicks in Love // Die wilden Hühner und die Liebe,No,,300000,691.0,5.7,"['Comedy', 'Family', 'Romance']","love,f rated,bloopers during credits,falling in love,animal sanctuary",The girl gang and its five members experience love for the first time and all the problems that come with it.
12544,Wild Oats (2016),No,,300000,4583.0,5.7,"['Action', 'Adventure', 'Comedy']","friend,money,life insurance,retired teacher,spain",Everything changes for Eva when she receives a life insurance check accidentally made out for five million dollars instead of the expected fifty thousand dollars. She and her best friend take the money and head out for the adventu...
12545,Winx Club: Season 5,No,,300000,,,"['Documentary', 'Short']",,
12547,With Mother: Surikae Kamen wo Tsukamaero! // 映画 おかあさんといっしょ すりかえかめんをつかまえろ!,No,,300000,,,,,
12548,Wolf Creek 2,No,,300000,22241.0,6.1,"['Horror', 'Thriller']","characters murdered one by one,psychopathic killer,slasher murderer,tourist,crime spree","The outback once more becomes a place of horror as another unwitting tourist becomes the prey for crazed, serial-killing pig-hunter Mick Taylor."
12549,World Famous Lover,No,,300000,3662.0,5.0,"['Comedy', 'Drama', 'Romance']","love,bandage over eyes,blind girl,couple,college","An amalgamation of four different love stories: Seenayya and Suvarna, a middle-class couple in a small town; Gautham, a youngster romancing in Paris with Iza, Union Leader Srinu in love with his boss lady, and a first college roma..."
12551,World under Head: Season 1 // Svět pod hlavou: Season 1,No,,300000,,,['Documentary'],"formula 1,f1,motorsport,season review,year in title",
12555,You and Me and the Ending // Ikaw at Ako at ang Ending,No,,300000,,,,,
12556,You Are Not My Mother,No,,300000,5530.0,5.8,"['Drama', 'Horror']","girl,halloween,changeling,school bullies,irish folklore",In a North Dublin housing estate Char&apos;s mother goes missing. When she returns Char is determined to uncover the truth of her disappearance and unearth the dark secrets of her family.
12557,You Are the Apple of My Eye // あの頃、君を追いかけた,No,,300000,,,,,
12558,You Are the Apple of My Eye // あの頃、君を追いかけた,No,,300000,11365.0,7.6,"['Comedy', 'Drama', 'Romance']","high school,coming of age,based on novel,voice over,voice over narration","A group of close friends who attend a private school all have a debilitating crush on the sunny star pupil, Shen Jiayi. The only member of the group who claims not to is Ke Jingteng, but he ends up loving her as well."
12559,You Choose! // L'embarras du choix,No,,300000,1847.0,6.1,['Comedy'],father,A normal father&apos;s family life is turned upside down when his son discovers his dad has another family.
12560,You're My Boss,Yes,,300000,323.0,6.3,"['Comedy', 'Romance']","f rated,punctuation in title,apostrophe in title,three word title,title directed by female","A woman who is looking for acceptance, who&apos;s looking for love, who wants to be appreciated and who wants to belong find what she&apos;s looking for from her personal assistant."
12561,You've Got Mail,No,,300000,225991.0,6.7,"['Comedy', 'Drama', 'Romance']","dog,internet,rivalry,love,bookstore",
12562,Young Guns II,No,,300000,38427.0,6.5,"['Action', 'Drama', 'Western']","porn actor in mainstream movie,antihero,cult favorite,numbered sequel,rifle","Billy the Kid and his band of outlaws are pursued across New Mexico territory by Sheriff Pat Garrett, whom the young gunslingers must face-off with if they are to reach the safety of the border."
12563,Your Excellency,No,,300000,58.0,6.8,,,The movie entails generally on the west African country Nigeria which is about conducting an election for the 13th Democratic president of the country. It entails about the happenings in the country&apos;s political sector and the coun...
12564,"Your Home, Made Perfect: Season 1",No,,300000,330.0,8.3,['Reality-TV'],"future,technology,non fiction","Virtual reality and visual effects enable people to see what their future home could look like, before building it in reality."
12565,Your Turn to Kill: Season 1 // あなたの番です: シーズン1,No,,300000,156.0,5.1,"['Drama', 'Mystery']","japanese drama,murder",
12566,Yu-Gi-Oh!: Season 3 // 遊☆戯☆王デュエルモンスターズ: シーズン3,No,,300000,,,,,
12567,Yu-Gi-Oh!: Season 3 // 遊☆戯☆王デュエルモンスターズ: シーズン3,No,,300000,8956.0,4.9,"['Animation', 'Action', 'Adventure']","nightmare,laughter,good versus evil,saving the world,watching tv","Underneath the sands of Egypt, Anubis, an ancient evil spirit, has awakened. It&apos;s up to Yugi, who defeated Anubis centuries ago, to use his skill and determination to rid the world of evil once again."
12568,Yummy Mummies: Season 1,Yes,2019-01-18,300000,39.0,6.0,"['Short', 'Comedy']",,
12571,ZZ TOP: THAT LITTLE OL' BAND FROM TEXAS,No,,300000,1939.0,7.5,"['Documentary', 'Biography', 'Music']","blues,rock music,musician,texas,rock n roll","The story of how three oddball teenage bluesmen became one of the biggest, most beloved bands on the planet."
12572,"¡Ay, mi madre!",Yes,,300000,465.0,3.9,['Comedy'],,A Spanish woman must follow intricate instructions in order to receive a reward.
12574,Çöpçüler Kralı,No,,300000,21153.0,8.5,"['Comedy', 'Romance']","love,police,singer,istanbul turkey","Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss."
12578,#FriendButMarried // #TemanTapiMenikah,No,,200000,,,,,
12579,#FriendButMarried 2 // #TemanTapiMenikah 2,No,,200000,,,,,
12580,#Selfie 69,Yes,,200000,,,,,
12581,100 Tula Para Kay Stella,No,,200000,504.0,6.9,['Romance'],college,"Throughout his four years in college, Fidel, a stuttering student, tries to finish 100 poems dedicated to Stella, an aspiring but frustrated rock star, to win her heart."
12583,212 Warrior // Wiro Sableng: Pendekar Kapak Maut Naga Geni 212,No,,200000,1604.0,6.9,"['Action', 'Adventure', 'Comedy']","warrior,martial arts,16th century,hero,villain","Indonesia, the 16th century, Wiro Sableng, a disciple from a mysterious Warrior named Sinto Gendeng, got a mission from his Master to take down Mahesa Birawa, her former disciple who betrayed her."
12586,40 Sticks,No,,200000,134.0,5.6,['Thriller'],"killer,group",A group of prisoners trapped in a crashed prison bus strive to stay alive when they realize there is a mysterious killer lurking in the shadows.
12589,4EVE The 1st Concert Friends & Family,No,,200000,39.0,6.7,"['Documentary', 'Comedy']",rock,Alt Comedians emerge from the dark and dirty rock clubs of Lower Manhattan to perform in this insider event.
12590,5 Senses for Love: Season 1,No,,200000,,,,,
12591,50 First Kisses // 50回目のファーストキス,No,,200000,375046.0,6.8,"['Comedy', 'Drama', 'Romance']","hawaii,anterograde amnesia,true love,father daughter relationship,neo screwball comedy",Henry Roth is a man afraid of commitment until he meets the beautiful Lucy. They hit it off and Henry think he&apos;s finally found the girl of his dreams until discovering she has short-term memory loss and forgets him the next day.
12592,5CM,No,,200000,9.0,7.9,"['Short', 'Drama', 'Music']",,"Set in the National Ballet of China, this is the story of a great dancer who is constantly overlooked in favor of his rival and ex-friend. The dancer struggles to produce something original for the arrival of a European ballet dir..."
12593,7 años,Yes,2016-10-27,200000,5301.0,6.7,['Drama'],four friends,Four friends face an agonizing decision. One must go to prison. The other three must make the sacrifice worthwhile.
12597,90 ML (2019),No,,200000,529.0,5.0,"['Action', 'Drama', 'Romance']",,Devadas(Kartikeya) an MBA gold medalist falls in love with Suvasana (Neha Solanki) a physiotherapist. How Devadas faced heroine and her family (Who&apos;re anti alcoholic) after they get to know he&apos;s Alcoholic? How he convinced Suvasan...
12601,A Bluebird in My Heart,No,,200000,1833.0,6.4,"['Drama', 'Thriller']","revenge,dishwasher,female nudity,female full frontal nudity,rape","Attempting to lead a quiet reformed life, an ex-con finds refuge in a motel run by a single mother and her daughter Clara. The peace and freedom he has found in this safe haven disappears when Clara is assaulted, forcing him to fa..."
12602,A Chaster Marriage // El Değmemiş Aşk,No,,200000,1039.0,5.5,"['Comedy', 'Romance']","forced marriage,unwanted marriage,husband doesn&apos;t want to have sex with his wife,ugly wife","Zafer(Emre Karayel), who is in love with Duygu(Begüm Kütük) and the football team he is a fan of, is one of those men who never grow up. One day, he finds himself in a marriage he doesn&apos;t want, forced by his father."
12603,A Chinese Odyssey (Part I) // 齊天大聖東遊記：西遊記之月光寶盒 // 大话西游之月光宝盒,No,,200000,8298.0,7.8,"['Action', 'Adventure', 'Comedy']","based on folk tale,sun wukong the monkey king character,parody comedy,sequel,magical box","The convoluted continuation of the adventures of the time-traveling, now-human Monkey King, who attempts to fulfill his divine destiny."
12604,A Cop Movie // Una película de policías,Yes,2021-11-05,200000,2125.0,7.0,"['Documentary', 'Action', 'Crime']","police,patrol,criminal,justice,professional",
12607,A Girl and A Guy,No,,200000,200.0,5.1,"['Comedy', 'Romance']","female frontal nudity,female nudity,pubic hair,sex scene,male full frontal nudity",
12608,A Girl at My Door // 도희야,No,,200000,3122.0,7.0,['Drama'],"lesbian relationship,female female kiss,lesbian interest,female police officer,teenager",A young police officer is sent to work in a small village and takes in a teenager to protect her from her abusive stepfather.
12609,A Good Old Fashioned Orgy,No,,200000,23491.0,6.1,"['Comedy', 'Romance']","orgy,female nudity,male nudity,camel toe,male full frontal nudity",A group of 30-year-olds who have been friends since high school attempt to throw an end-of-summer orgy.
12610,A Haunting at the Rectory,No,,200000,948.0,3.0,"['Drama', 'Horror']","secret,haunted house,rectory",
12611,A Kid from Coney Island,No,,200000,626.0,7.0,"['Documentary', 'Biography', 'Sport']",,"Feature documentary about the rise and fall, and rebirth of ex-NBA star, Stephon Marbury."
12613,A Loving Husband // 恋妻家宮本,No,,200000,277.0,6.5,"['Drama', 'Family']","betrayal,sailor uniform,japanese schoolgirl,empty nest,schoolteacher","After their twenty-something son moves out Yohei, a school teacher, and his wife Miyoko may begin a new phase in their lives. Yohei is taken aback, however, when he comes across divorce papers stashed in the house. rethinking his ..."
