,Title,Release Date,Hours Viewed,Number of Ratings,Rating,Genre,Key Words,Description,Release Year,Release Month,Release Day,Available Globally
17,BEEF: Season 1,2023-04-06 00:00:00,221100000,7143,5.5,"['Drama', 'Family']","close up of eye,close up of eyes,close up of lips,close up of mouth,child",Wife and mother Miriam begins a downward emotional spiral as her husband avoids their collapsing marriage by immersing himself in his 11-year-old daughter&apos;s quest to become a spelling-bee champion.,2023,4,Thursday,Yes
18,The Diplomat: Season 1,2023-04-20 00:00:00,214100000,65,8.9,['Short'],unknown,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",2023,4,Thursday,Yes
19,Luther: The Fallen Sun,2023-03-10 00:00:00,209700000,60515,6.4,"['Crime', 'Drama', 'Mystery']","psychological thriller,serial killer,ice,cybercrime,blackmail",Brilliant but disgraced detective John Luther breaks out of prison to hunt down a sadistic serial killer who is terrorising London.,2023,3,Friday,Yes
21,Vikings: Valhalla: Season 2,2023-01-12 00:00:00,205500000,6,8.6,['Sport'],unknown,unknown,2023,1,Thursday,Yes
22,Extraction 2,2023-06-16 00:00:00,201800000,136009,7.0,"['Action', 'Thriller']","assassin,rescue,escape,mercenary,prison riot","After barely surviving his grievous wounds from his mission in Dhaka, Bangladesh, Tyler Rake is back, and his team is ready to take on their next mission.",2023,6,Friday,Yes
25,Shadow and Bone: Season 2,2023-03-16 00:00:00,192900000,111361,7.6,"['Action', 'Adventure', 'Drama']","magic,power,young woman,soldier,gay man",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,2023,3,Thursday,Yes
26,Outer Banks: Season 1,2020-04-15 00:00:00,184000000,76,7.1,"['Horror', 'Mystery', 'Sci-Fi']",unknown,unknown,2020,4,Wednesday,Yes
27,Sweet Tooth: Season 2,2023-04-27 00:00:00,182300000,27,8.8,"['Family', 'History', 'Sport']","year in title,2000s,number in title",unknown,2023,4,Thursday,Yes
28,You People,2023-01-27 00:00:00,181800000,60853,5.5,"['Comedy', 'Romance']","racial tension,black american,couple,love,life",unknown,2023,1,Friday,Yes
29,Perfect Match: Season 1,2023-02-14 00:00:00,176800000,300,7.3,['Romance'],"three word title,matchmaker",unknown,2023,2,Tuesday,Yes
31,The Marked Heart: Season 2 // Pálpito: Temporada 2,2023-04-19 00:00:00,174300000,8165,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.",2023,4,Wednesday,Yes
32,Murder Mystery 2,2023-03-31 00:00:00,173600000,64053,5.7,"['Action', 'Comedy', 'Crime']","theft,murder,overnight success,private investigators,private eye",Full-time detectives Nick and Audrey are struggling to get their private eye agency off the ground. They find themselves at the center of international abduction when their friend Maharaja is kidnapped at his own lavish wedding.,2023,3,Friday,Yes
33,The Surrogacy: Season 1 // Madre de alquiler: Temporada 1,2023-06-14 00:00:00,172400000,65,8.9,['Short'],unknown,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",2023,6,Wednesday,No
35,Never Have I Ever: Season 4,2023-06-08 00:00:00,168300000,49,6.8,['Comedy'],"party,teenager,sex comedy","Charlie Brandis leads a quiet and uneventful life as a wallflower. His parents trust him, his friends like him, girls are indifferent toward him. Then there&apos;s the girl he&apos;s watched from afar, Annie Briggs, who doesn&apos;t even know he...",2023,6,Thursday,Yes
36,Your Place or Mine,2023-02-10 00:00:00,163000000,36862,5.7,"['Comedy', 'Romance']","friend,best friend,volunteer,teenager,son",unknown,2023,2,Friday,Yes
37,Chiquititas (2013),0,162000000,257,5.2,"['Drama', 'Family', 'Musical']","manor,orphan,escape,kidnapping,schoolgirl","The orphans living at the manor known as Raio de Luz have their tough reality transformed by a sweet-hearted, dedicated young woman.",0,0,Unknown,No
38,Emily in Paris: Season 3,2022-12-21 00:00:00,161100000,112694,6.9,"['Comedy', 'Drama', 'Romance']","female protagonist,character name in series title,american in france,location in series title,marketing",A young American woman from the Midwest is hired by a marketing firm in Paris to provide them with an American perspective on things.,2022,12,Wednesday,Yes
39,Alice in Borderland: Season 2 // 今際の国のアリス: シーズン2,2022-12-22 00:00:00,157600000,119246,6.2,"['Adventure', 'Family', 'Fantasy']","alice character,caterpillar character,the mad hatter character,march hare character,dormouse character",unknown,2022,12,Thursday,Yes
41,Outer Banks: Season 2,2021-07-30 00:00:00,153900000,74403,7.5,"['Action', 'Crime', 'Drama']","treasure,treasure map,treasure hunt,coming of age,young","On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father&apos;s disappearance.",2021,7,Friday,Yes
43,Til Money Do Us Part: Season 1 // Hasta que la plata nos separe: Temporada 1,2022-10-19 00:00:00,152100000,650,7.9,"['Animation', 'Action', 'Adventure']","betrayal by a friend,betrayal,magneto character,morph character,shapeshifter",Jean and Scott get married. Newly elected President Kelly has freed Beast who has been incarcerated since the attack on government facility at the beginning of Season 1 and added him as part of his Presidential cabinet. Another fr...,2022,10,Wednesday,No
44,Mr. Queen // 철인왕후,0,151500000,7000,4.7,"['Comedy', 'Drama', 'Romance']","two word title,2000s,male to female cross dressing,nba,national basketball association",A star basketball player decides to dress up as a woman and join the women&apos;s professional basketball league when his on-court antics get him suspended.,0,0,Unknown,No
46,Alchemy of Souls: Part 2 // 환혼: 파트 2,2022-12-10 00:00:00,150200000,344,6.0,"['Adventure', 'Comedy', 'Family']","rapping animal,rapping penguin,talking animal,talking penguin,sequel","Follows Ida and Benni, who attend to The Winterstein School, which is no ordinary school, and must team together with their magical animals to solve the puzzle of mysterious holes that appeared on the school grounds.",2022,12,Saturday,Yes
47,PAW Patrol: Season 6,0,149300000,38,5.2,"['Short', 'Drama', 'Western']","low budget short,gang,santa fe trail series,male female relationship,u.s. marshal",A cavalry officer is framed for the murder of a fellow officer and cashiered out of the army. After he gets out of prison he vows to find the renegade who framed him and bring him to justice.,0,0,Unknown,No
48,The Good Bad Mother: Limited Series // 나쁜엄마: 리미티드 시리즈,2023-04-26 00:00:00,148600000,3849,8.4,"['Comedy', 'Crime', 'Drama']","tragedy drama,sitcom comedy","A tragic accident leaves an ambitious prosecutor with the mind of a child, forcing him and his mother to embark on a journey to heal their relationship.",2023,4,Wednesday,Yes
49,The Recruit: Season 1,2022-12-16 00:00:00,146900000,11869,8.4,['Short'],unknown,unknown,2022,12,Friday,Yes
51,Glass Onion: A Knives Out Mystery,2022-12-23 00:00:00,142900000,419661,7.1,"['Comedy', 'Crime', 'Drama']","sequel,detective,benoit blanc character,twin sister,private island",unknown,2022,12,Friday,Yes
52,Wrong Side of the Tracks: Season 2 // Entrevías: Temporada 2,2023-03-01 00:00:00,140100000,102,4.9,['Horror'],unknown,unknown,2023,3,Wednesday,No
55,The Walking Dead: Season 11,0,136800000,1058121,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,0,0,Unknown,No
58,Extraordinary Attorney Woo: Season 1 // 이상한 변호사 우영우: 시즌 1,2022-06-29 00:00:00,135900000,27,9.4,['Short'],unknown,unknown,2022,6,Wednesday,Yes
59,The Snow Girl: Season 1 // La chica de nieve: Temporada 1,2023-01-27 00:00:00,134800000,15,5.6,"['Animation', 'Short']",unknown,unknown,2023,1,Friday,Yes
60,Stranger Things 4,2022-05-27 00:00:00,133600000,18,9.4,"['Drama', 'Fantasy', 'Horror']",unknown,unknown,2022,5,Friday,Yes
61,The Marked Heart: Season 1 // Pálpito: Temporada 1,2022-04-20 00:00:00,133500000,120,5.9,"['Crime', 'Drama']","british noir,b movie,forgery plates,kidnapping a girl,rape and sexual intercourse innuendo",Villain&apos;s kidnap a man&apos;s daughter in order to get hold of forgery plates which they believe to be in his possession.,2022,4,Wednesday,Yes
65,Pasión de Gavilanes: Season 1,0,129200000,1544,6.1,"['Animation', 'Short', 'Adventure']","controversy,girl,laundry drying on a clothesline,african american,clothesline",unknown,0,0,Unknown,No
68,We Have a Ghost,2023-02-24 00:00:00,124400000,31282,6.1,"['Adventure', 'Comedy', 'Drama']","ghost,house,chase,car chase,based on short story","Finding a ghost named Ernest haunting their new home turns Kevin&apos;s family into overnight social media sensations. But when Kevin and Ernest investigate the mystery of Ernest&apos;s past, they become a target of the CIA.",2023,2,Friday,Yes
69,You: Season 1,2018-12-26 00:00:00,123500000,23,8.3,['Short'],unknown,unknown,2018,12,Wednesday,Yes
70,Business Proposal: Season 1 // 사내맞선: 시즌 1,2022-02-28 00:00:00,120700000,382,7.1,"['Documentary', 'Short']","year 1943,1940s,20th century,actor,war bond",unknown,2022,2,Monday,Yes
71,The Pale Blue Eye,2023-01-06 00:00:00,120500000,118352,6.6,"['Crime', 'Horror', 'Mystery']","murder,year 1830,1830s,19th century,winter","A world-weary detective is hired to investigate the murder of a West Point cadet. Stymied by the cadets&apos; code of silence, he enlists one of their own to help unravel the case - a young man the world would come to know as Edgar All...",2023,1,Friday,Yes
72,Crash Landing on You: Season 1 // 사랑의 불시착: 시즌 1,2019-12-14 00:00:00,120300000,14,5.9,['Short'],"sparring partner,balloon,professional wrestling,training camp,tent","Joe Palooka and Strangler Chokeovitch have set up training camps on adjacent beachfront sites. When Joe knocks out the Strangler after a misunderstanding, Chokeovitch&apos;s manager challenges the champ to a professional wrestling bout...",2019,12,Saturday,Yes
74,MH370: The Plane That Disappeared: Limited Series,2023-03-08 00:00:00,118900000,13216,6.1,['Documentary'],"year 2014,malaysia airlines flight mh370,airplane,investigation,missing",unknown,2023,3,Wednesday,Yes
76,Vikings: Valhalla: Season 1,2022-02-25 00:00:00,116500000,6,8.6,['Sport'],unknown,unknown,2022,2,Friday,Yes
79,Lockwood & Co.: Season 1,2023-01-27 00:00:00,113600000,7,9.0,"['Short', 'Drama']",unknown,"After a lonely old man is given an opportunity to prove that he can be a responsible grandparent, he struggles to protect his grandson from his ruthless neighbours.",2023,1,Friday,Yes
80,You: Season 3,2021-10-15 00:00:00,107200000,262,5.4,"['Family', 'Musical', 'Animation']","junk man,junk,junk wagon,city dump,landfill",A mannequin in the city dump improvises a piano from the junk to play and sing the title song The various animals and pieces of junk all join in.,2021,10,Friday,Yes
81,Breaking Bad: Season 5,0,107000000,681,8.3,['Documentary'],"behind the scenes,making of,reference to breaking bad","An extensive, detailed account on the incredible legacy Breaking Bad created before it had even ended, whilst documenting in intimate detail the filming of its final season.",0,0,Unknown,No
83,Murdaugh Murders: A Southern Scandal: Season 1,2023-02-22 00:00:00,104600000,9835,6.8,"['Documentary', 'Crime']","rich family,crime documentary,scandal,south carolina,double murder",Shocking tragedies shatter a tight-knit South Carolina community and expose the horrifying secrets of its most powerful family.,2023,2,Wednesday,Yes
85,Breaking Bad: Season 3,0,104300000,20,7.4,"['Comedy', 'Music', 'Talk-Show']",unknown,unknown,0,0,Unknown,No
88,Café con aroma de mujer: Season 1,2021-12-29 00:00:00,101700000,740,7.6,"['Drama', 'Romance']",unknown,unknown,2021,12,Wednesday,No
89,Love to Hate You: Season 1 // 연애대전: 시즌 1,2023-02-10 00:00:00,99900000,426880,7.0,['Comedy'],"prom,sex comedy,female masturbation,female nudity,teen sex comedy",unknown,2023,2,Friday,Yes
90,The Blacklist: Season 1,0,99900000,65,8.9,['Short'],unknown,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",0,0,Unknown,No
91,Shadow and Bone: Season 1,2021-04-23 00:00:00,99500000,111361,7.6,"['Action', 'Adventure', 'Drama']","magic,power,young woman,soldier,gay man",Dark forces conspire against orphan mapmaker Alina Starkov when she unleashes an extraordinary power that could change the fate of her war-torn world.,2021,4,Friday,Yes
93,Designated Survivor: Season 1,2016-09-22 00:00:00,98500000,155,6.4,['Documentary'],unknown,"This video feature shows highlights from the first season on the Survivor television show. Each castaway is featured in the order they were voted off, starting with clips from their auditions to the time they give their final rema...",2016,9,Thursday,Yes
94,The Interest of Love: Limited Series // 사랑의 이해: 리미티드 시리즈,2022-12-21 00:00:00,97800000,16,7.2,['Comedy'],"parody comedy,spoof","Lost in the middle of nowhere, an eclectic band of characters try to figure out where they are, why they are there and just what went wrong, exactly. Zach wakes up to discover he is lost and abandoned in the middle of the desert. ...",2022,12,Wednesday,Yes
95,Wrong Side of the Tracks: Season 1 // Entrevías: Temporada 1,2022-05-20 00:00:00,97600000,102,4.9,['Horror'],unknown,unknown,2022,5,Friday,No
96,Minions: The Rise of Gru,0,96400000,80958,6.5,"['Animation', 'Adventure', 'Comedy']","sequel to spin off,despicable me&apos;s minion character,supervillainess,supervillain,chinese zodiac",The untold story of one twelve-year-old&apos;s dream to become the world&apos;s greatest supervillain.,0,0,Unknown,No
98,The Blacklist: Season 9,0,95700000,14,6.0,"['Documentary', 'Short']",dvd extra,unknown,0,0,Unknown,No
99,That '90s Show: Part 1,2023-01-19 00:00:00,95100000,174,6.4,"['Drama', 'Western']","spaghetti western,italo western,eastern,ostern,second part","The last of a two-part film centered on the life and career of John Reed, the revolutionary communist journalist.",2023,1,Thursday,Yes
101,La Reina del Sur: Season 1,2011-09-05 00:00:00,94700000,3323,7.9,"['Action', 'Crime', 'Drama']","telenovela,drug trafficking,cartel,femme fatale,kidnapping",Teresa Mendoza returns to Mexico after 8 years to fight with Mexican drug dealers.,2011,9,Monday,No
102,All of Us Are Dead: Season 1 // 지금 우리 학교는: 시즌 1,2022-01-28 00:00:00,94600000,14591,9.2,"['Drama', 'Horror', 'Sci-Fi']","interactive drama,playstation 3,xbox 360,microsoft windows,single player","In a world devastated by the undead, a convicted criminal is given a second chance at life when he comes across a little girl named Clementine.",2022,1,Friday,Yes
104,Black Knight: Season 1 // 택배기사: 시즌 1,2023-05-12 00:00:00,94300000,1544,6.1,"['Animation', 'Short', 'Adventure']","controversy,girl,laundry drying on a clothesline,african american,clothesline",unknown,2023,5,Friday,Yes
105,Breaking Bad: Season 4,0,94300000,681,8.3,['Documentary'],"behind the scenes,making of,reference to breaking bad","An extensive, detailed account on the incredible legacy Breaking Bad created before it had even ended, whilst documenting in intimate detail the filming of its final season.",0,0,Unknown,No
107,Who Were We Running From?: Limited Series // Biz Kimden Kaçıyorduk Anne?: Mini Dizi,2023-03-24 00:00:00,92900000,3873,5.8,"['Crime', 'Drama', 'Mystery']","psychological drama,overprotective mother,cult,hotel,peer pressure","Hiding a mysterious past, a mother lives like a nameless fugitive with her daughter as they make hotels their home and see everyone else as a threat.",2023,3,Friday,Yes
108,La Reina del Sur: Season 2,2019-08-16 00:00:00,92500000,7627,5.2,"['Comedy', 'Drama', 'Music']","dancer,dance,female protagonist,numbered sequel,sequel","Recently released from juvenile detention, talented dancer Maria Ramirez finds an outlet for her passion with a new dance crew.",2019,8,Friday,No
113,Women at War: Limited Series // Les Combattantes: Mini-série,2022-10-27 00:00:00,90800000,68,6.6,"['Short', 'Drama', 'War']","wacs,war widow,war game,male female relationship,father daughter relationship","Three young women join the newly formed Women&apos;s Army Corps (WACS) for varied reasons, and make contributions to the war effort.",2022,10,Thursday,Yes
114,Formula 1: Drive to Survive: Season 5,2023-02-24 00:00:00,90200000,48370,8.5,"['Documentary', 'Sport']","f1,formula 1,motor sports,car race,championship",Docuseries following the FIA Formula One World Championship across multiple seasons.,2023,2,Friday,Yes
115,Sweet Tooth: Season 1,2021-06-04 00:00:00,89000000,27,8.8,"['Family', 'History', 'Sport']","year in title,2000s,number in title",A look at the 2001 Seattle Mariners who tied Major League Baseballs modern day record for most wins in a season with 116.,2021,6,Friday,Yes
117,Murder Mystery,2019-06-14 00:00:00,87900000,163191,6.0,"['Action', 'Comedy', 'Crime']","murder,boat,detective,hairdresser,gun",unknown,2019,6,Friday,Yes
119,Squid Game: Season 1 // 오징어 게임: 시즌 1,2021-09-17 00:00:00,87200000,251,1.6,"['Short', 'Comedy']",unknown,unknown,2021,9,Friday,Yes
122,Extraction,2020-04-24 00:00:00,86100000,255235,6.8,"['Action', 'Thriller']","drug dealers,kidnapping,child kidnapping,shot in the head,bangladesh","Tyler Rake, a fearless black market mercenary, embarks on the most deadly extraction of his career when he&apos;s enlisted to rescue the kidnapped son of an imprisoned international crime lord.",2020,4,Friday,Yes
125,Woman of the Dead: Season 1 // Totenfrau: Season 1,2022-11-15 00:00:00,85400000,28647,7.6,"['Comedy', 'Drama', 'Horror']","single take,zombie,film crew,television broadcast,rooftop","Things go badly for a hack director and film crew shooting a low budget zombie movie in an abandoned WWII Japanese facility, when they are attacked by real zombies.",2022,11,Tuesday,Yes
126,The Law According to Lidia Poët: Season 1 // La legge di Lidia Poët: Stagione 1,2023-02-15 00:00:00,85000000,7057,7.4,"['Biography', 'Crime', 'Drama']","lawyer,19th century,legal,legal drama,legal battle",unknown,2023,2,Wednesday,Yes
131,The Last Kingdom: Seven Kings Must Die,2023-04-14 00:00:00,83200000,33179,6.9,"['Action', 'Drama', 'History']","anglo saxon,kingdom,exploration,warrior,epic","In the wake of King Edward&apos;s death, Uhtred of Bebbanburg and his comrades adventure across a fractured kingdom in the hopes of uniting England at last.",2023,4,Friday,Yes
135,Sam & Cat: Season 1,0,82400000,5484,8.2,"['Biography', 'Drama', 'War']","life,army",Revolves around the high and low points of Sam Manekshaw who became the first Indian Army officer to be promoted to the rank of Field Marshal.,0,0,Unknown,No
136,Gilmore Girls: Season 1,0,82100000,130,6.6,"['Musical', 'Short']","underwater scene,waterfall,precision,swimming,march",This Warner Bros. short film shows the process that studios use to select women for the chorus line in movie musicals. It then presents a few clips of chorus lines in Busby Berkeley production numbers from 1930s Warner Bros. music...,0,0,Unknown,Yes
137,Sonic Prime: Season 1,2022-12-15 00:00:00,82100000,2247,7.3,"['Animation', 'Action', 'Adventure']","fast,based on video game,sonic the hedgehog,anthropomorphic animal,sonic the hedgehog character",Sonic in a high-octane adventure where the fate of a strange new multiverse rests in his gloved hands.,2022,12,Thursday,Yes
138,Peppa Pig: Season 1,0,81800000,982,7.7,"['Animation', 'Short', 'Adventure']","hotel,tying bedsheets,reference to dick tracy,star cameo,horseshoe in a glove",unknown,0,0,Unknown,No
140,Roald Dahl's Matilda The Musical,2022-12-25 00:00:00,81000000,26853,7.0,"['Comedy', 'Drama', 'Family']","library,hero,genius,school,singing","An adaptation of the Tony and Olivier award-winning musical. Matilda tells the story of an extraordinary girl who, armed with a sharp mind and a vivid imagination, dares to take a stand to change her story with miraculous results.",2022,12,Sunday,Yes
141,Better Call Saul: Season 6,2022-04-19 00:00:00,80800000,620143,9.0,"['Crime', 'Drama']","lawyer,spin off,psychosomatic illness,criminal lawyer,drug trade",The trials and tribulations of criminal lawyer Jimmy McGill in the years leading up to his fateful run-in with Walter White and Jesse Pinkman.,2022,4,Tuesday,No
142,Sing (2016),0,80500000,186094,7.1,"['Animation', 'Comedy', 'Family']","singing,jukebox musical,furry,singing contest,anthropomorphic animal",unknown,0,0,Unknown,No
143,Hajime no Ippo: The Fighting!: Season 1 // はじめの一歩: シーズン1,0,80300000,9,7.6,"['Action', 'Sport']",unknown,unknown,0,0,Unknown,No
144,All Quiet on the Western Front // Im Westen nichts Neues,2022-10-28 00:00:00,80000000,66750,8.1,"['Drama', 'War']","1910s,anti war,shell shock,ptsd post traumatic stress disorder,depression","A German youth eagerly enters World War I, but his enthusiasm wanes as he gets a firsthand view of the horror.",2022,10,Friday,Yes
147,Record of Ragnarok: Season 2 // 終末のワルキューレ: シーズン２,2023-01-26 00:00:00,78200000,237,9.3,"['Documentary', 'Short']",unknown,unknown,2023,1,Thursday,No
148,Chupa,2023-04-07 00:00:00,77800000,6886,5.5,"['Action', 'Adventure', 'Drama']","young,teenager,young boy,teenage boy,mexico",unknown,2023,4,Friday,Yes
149,Stranger Things,2016-07-15 00:00:00,77800000,104,7.1,['Drama'],"title co written by female,title co directed by female,f rated","An unusual and touching bond develops when grieving Oona reaches out to a mysterious homeless man, offering him a place to stay in her garden shed.",2016,7,Friday,Yes
150,Paw Patrol: The Movie,0,77200000,3893,6.0,"['Animation', 'Action', 'Adventure']","dog,second part,based on tv series,based on cartoon,cgi animation","A magical meteor crash lands in Adventure City and gives the PAW Patrol pups superpowers, transforming them into The Mighty Pups",0,0,Unknown,No
151,Sing 2,0,76600000,81973,7.4,"['Animation', 'Adventure', 'Comedy']","koala,porcupine,gorilla,pig,elephant",Buster Moon and his friends must persuade reclusive rock star Clay Calloway to join them for the opening of a new show.,0,0,Unknown,No
153,Next in Fashion: Season 2,2023-03-03 00:00:00,75700000,284,7.5,"['Documentary', 'Short']",unknown,Journey to Northern Ireland for this look at the breathtaking locations used in the hit HBO series &apos;Game of Thrones.&apos;,2023,3,Friday,Yes
154,Gilmore Girls: Season 2,0,75200000,15,8.2,"['Short', 'Comedy']",unknown,unknown,0,0,Unknown,Yes
156,The Boss Baby,0,75100000,137978,6.3,"['Animation', 'Adventure', 'Comedy']","baby,brother brother relationship,talking baby,close up of eye,puppy","A suit-wearing, briefcase-carrying baby pairs up with his 7-year old brother to stop the dastardly plot of the CEO of Puppy Co.",0,0,Unknown,No
158,Trolls,0,73400000,6673,6.0,"['Animation', 'Adventure', 'Comedy']","cgi animation,3d,3 dimensional,cg animation,slimehouse","Poppy discovers that Branch was once part of the boy band &apos;BroZone&apos; with his brothers, Floyd, John Dory, Spruce and Clay. When Floyd is kidnapped, Branch and Poppy embark on a journey to reunite his two other brothers and rescue F...",0,0,Unknown,No
159,Blood Ties: Season 1 // Las Villamizar: Season 1,0,73300000,113,8.6,"['Crime', 'Drama', 'Mystery']",unknown,unknown,0,0,Unknown,No
161,Rough Diamonds: Season 1,2023-04-21 00:00:00,72800000,259,5.9,"['Short', 'Biography', 'Drama']","character name as title,theodore roosevelt character,nickname as title,san juan hill,new york city","In a series of short scenes, key periods in Theodore Roosevelt&apos;s political life are dramatized beginning in 1895 with his time as New York City police commissioner and later as Assistant Secretary of the Navy, Vice President and P...",2023,4,Friday,Yes
162,Vincenzo: Season 1 // 빈센조: 시즌 1,2021-02-20 00:00:00,72800000,6,7.8,"['Drama', 'Music']",unknown,"La Sonnambula was first performed with enormous success at the Teatro Carcano, Milan on 6th March 1831 with Giuditta Pasta and Giambattista Rubini in the roles of Amina and Elvino, the most well-known and ideal singers for the par...",2021,2,Saturday,Yes
163,The Walking Dead: Season 10,0,72200000,1058121,8.1,"['Drama', 'Horror', 'Thriller']","zombie,survival,post apocalypse,based on comic,zombie apocalypse",Sheriff Deputy Rick Grimes wakes up from a coma to learn the world is in ruins and must lead a group of survivors to stay alive.,0,0,Unknown,No
164,The Witcher: Season 1,2019-12-20 00:00:00,72200000,26,7.1,"['Comedy', 'Talk-Show']",unknown,Review: Fantasy drama streaming series The Witcher Season 1 (2019).,2019,12,Friday,Yes
166,The Walking Dead: Season 3,0,71600000,4213,7.7,"['Drama', 'Horror', 'Thriller']","zombie,zombie apocalypse,choice,nonlinear timeline,brother brother relationship",A teenage Clementine and a new survivor named Javier are brought together when a new threat worse than the dead arises.,0,0,Unknown,No
167,Carrossel,0,71300000,388,5.3,"['Comedy', 'Family']","children,kids as protagonists,camp,teams,challenger","On vacation, Escola Mundial&apos;s students travel to Panapaná Alícia&apos;s grandfather&apos;s Panapana camp and participate in a gymkhana organized by Mr. Campos, who does his best to keep things fun for the kids. But the party is crashed by G...",0,0,Unknown,No
168,Gilmore Girls: Season 3,0,71300000,18,6.3,"['Short', 'Comedy']",unknown,"Same girls, same problems... forty years later. This satirical valentine to Lena Dunham&apos;s groundbreaking HBO series stars original SNL cast member Laraine Newman, as well as Wendi Malick, Mindy Sterling, Sally Kemp, Martin Starr, ...",0,0,Unknown,Yes
169,Red Rose: Season 1,2023-02-15 00:00:00,71100000,7,8.7,"['Animation', 'Comedy', 'Sci-Fi']",unknown,unknown,2023,2,Wednesday,Yes
171,New Amsterdam (2018): Season 3,0,70600000,631,8.4,['Documentary'],dvd extra,"Meet Gyp Rosetti (Bobby Cannavale), Billie Kent (Meg Chambers Steedle), Gaston Means (Stephen Root) and some of the other new characters popping up in Season 3 of &apos;Boardwalk Empire.&apos;",0,0,Unknown,No
172,Gilmore Girls: Season 5,0,69900000,43540,7.5,"['Comedy', 'Drama']","2010s,mother daughter relationship,widow,failure,loneliness","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",0,0,Unknown,Yes
173,Gilmore Girls: Season 4,0,69800000,43540,7.5,"['Comedy', 'Drama']","2010s,mother daughter relationship,widow,failure,loneliness","Set nearly a decade after the finale of the original series, this revival follows Lorelai, Rory and Emily Gilmore through four seasons of change.",0,0,Unknown,Yes
174,The Blacklist: Season 2,0,69700000,8165,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.",0,0,Unknown,No
175,"Divorce Attorney Shin: Limited Series // 신성한, 이혼: 리미티드 시리즈",2023-03-04 00:00:00,69500000,840,7.5,['Drama'],unknown,"Driven by a personal tragedy, a pianist-turned-lawyer navigates the complex world of divorce - fighting for his clients to win by any means necessary.",2023,3,Saturday,Yes
179,Kill Boksoon // 길복순,2023-03-31 00:00:00,68500000,11213,6.6,"['Action', 'Thriller']","female assassin,gay,lgbt,lesbian,daughter",A single mother who is a renowned hired killer finds it difficult to achieve a balance between her personal and work life.,2023,3,Friday,Yes
180,The Thundermans: Season 1,0,68500000,65,8.9,['Short'],unknown,"Celebrate the enduring, powerful character of Special Agent Dana Scully, M.D, the scientific phenomenon that she inspired for young women all over the globe, and the importance of female representation both in front and behind the...",0,0,Unknown,No
181,The Flash (2014): Season 1,0,68200000,11869,8.4,['Short'],unknown,unknown,0,0,Unknown,No
182,Red Notice,2021-11-12 00:00:00,68100000,308125,6.3,"['Action', 'Comedy', 'Thriller']","thief,heist,chase,rivalry,art",An Interpol agent successfully tracks down the world&apos;s most wanted art thief with help from a rival thief. But nothing is as it seems as a series of double-crosses ensues.,2021,11,Friday,Yes
184,The Queen of Flow: Season 2 // La reina del flow: Temporada 2,2021-11-17 00:00:00,67800000,237,9.3,"['Documentary', 'Short']",unknown,unknown,2021,11,Wednesday,No
185,The Walking Dead: Season 2,0,67700000,8165,8.7,"['Drama', 'Horror', 'Thriller']","single player,xbox 360,microsoft windows,playstation 3,graphic adventure","Left to fend for herself, Clementine has been forced to learn how to survive in a world gone mad. Many months have passed and she is in search of safety.",0,0,Unknown,No
186,Viking Wolf // Vikingulven,2023-02-03 00:00:00,67500000,6935,5.2,"['Horror', 'Thriller']","werewolf,small town,killing,key witness,normandy france","Thale (17) has just moved with her parents to a small town after her mother has a new job in the local police. After a student is killed brutally at a party Thale attends, she becomes a key witness. Was the killer an animal? A wolf?",2023,2,Friday,Yes
187,Designated Survivor: Season 2,2017-09-28 00:00:00,67200000,102,5.5,['Reality-TV'],non fiction,unknown,2017,9,Thursday,Yes
189,Hotel Transylvania 2,0,67000000,139444,6.6,"['Animation', 'Adventure', 'Comedy']","hotel,vampire,party,bird,dracula",unknown,0,0,Unknown,No
191,Masha and the Bear: Season 1,0,66700000,101,7.9,"['Animation', 'Family']",unknown,unknown,0,0,Unknown,No
193,Grizzy and the Lemmings: Season 2,0,66000000,102,5.5,['Reality-TV'],non fiction,unknown,0,0,Unknown,No
195,The Witcher: Blood Origin: Limited Series,2022-12-25 00:00:00,65300000,43782,4.9,"['Action', 'Adventure', 'Drama']","prequel to tv series,prequel,tv mini series,warrior,king",unknown,2022,12,Sunday,Yes
